Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Details
SLIT3,ENSG00000184347,0.00316132954376336,0.00285723716129971,0.00756782537931677,0.0138811552526176,
NUDCD1,ENSG00000120526,0.00316251100393017,0.0358665673328518,0.00205792114933034,-0.0186238911012039,
SLC25A31,ENSG00000151475,0.00318540802617451,0.082977012227276,0.0015886076509164,0.0174270455440699,
SRPRB,ENSG00000144867,0.00319646186907008,0.164720100154887,0.00139208461909568,0.0255623907390577,
CISD1,ENSG00000122873,0.00325039593720899,0.012526739323424,0.00246125355925797,0.104835676241293,
NRF1,ENSG00000106459,0.00326760062567888,0.0714498744612193,0.00173013844635816,0.051676983527398,
PSMG2,ENSG00000128789,0.00333757163645831,0.0444028237930043,0.0018684016478695,0.0354629738777586,
ABCC12,ENSG00000140798,0.00334355167817613,0.0315598257661062,0.00195541267671284,0.00967298007677121,
IFITM5,ENSG00000206013,0.00335857270354412,0.00344981048573578,0.00998212264582365,0.0514567009967848,
SLFN14,ENSG00000236320,0.00338489475599957,0.0551228376877896,0.00163745400259607,0.00823864792409222,
CACNG6,ENSG00000130433,0.00339043094946911,0.00375197736171307,0.0039717182454615,-0.0350668368399479,
CMTM3,ENSG00000140931,0.00340473950291598,0.00234941641492636,0.159631363074307,0.039122224709554,
SPATA6L,ENSG00000106686,0.00341411435983219,0.00218309618675439,0.00989846762378788,0.012186211140835,
ZNF770,ENSG00000198146,0.00342359488012844,0.167890349557976,0.00217188798156998,0.0137235880987488,
QTRT2,ENSG00000151576,0.00343353385144418,0.00187137327861087,0.0368927680617039,0.0424043442559006,
ANAPC1,ENSG00000153107,0.00348810079946038,0.00239041929134454,0.0102906550949042,0.0142800682053488,
DENND6B,ENSG00000205593,0.00353942131561069,0.00510998107272054,0.00359237373186727,0.0195989947833864,
SLC24A1,ENSG00000074621,0.0035575481451342,0.00270696500348366,0.010340818794401,-0.0181061248753838,
DNASE1,ENSG00000213918,0.00358785745301193,0.00180754610677503,0.0798077883333407,0.0149108120948535,
LCN10,ENSG00000187922,0.00360740681498284,0.0369730089012147,0.00225103827800566,0.0482795951600155,
RAP1GAP2,ENSG00000132359,0.00363972003471724,0.495598618533054,0.00176944990394778,0.00911760494316509,
SPATA2,ENSG00000158480,0.00365531280788278,0.32661409177011,0.00186827910570919,0.00832211695370205,
RHBDL1,ENSG00000103269,0.00369308989513439,0.0197411725940688,0.00296509826269287,0.0376285663922673,
ZDHHC13,ENSG00000177054,0.00371302185600308,0.0019155902494169,0.00836889270634233,0.0204752971749901,
NDRG3,ENSG00000101079,0.00371524599041351,0.0559520925579847,0.002039834440136,0.0388429373269552,
LZTS2,ENSG00000107816,0.00372375295951144,0.019475851050859,0.00280676187343243,0.0183523332580546,
C22orf31,ENSG00000100249,0.00374286948768521,0.00346341647695303,0.00562442932690121,0.0153000990206468,
RAP1A,ENSG00000116473,0.00378666067088052,0.122865000110032,0.00249917992449566,0.0505188941924901,
IL1R2,ENSG00000115590,0.00388233701455698,0.00222663650456623,0.0824631724248095,0.024381679892518,
PAIP2,ENSG00000120727,0.0039431140159879,0.0876377047367648,0.00231491614005863,0.0486583256122145,
SOHLH1,ENSG00000165643,0.00394378074149893,0.837866119909098,0.00189432253657629,-0.0012934919287903,
TP53INP1,ENSG00000164938,0.0040532768362489,0.0264490486599536,0.00266393156527955,0.0410113560559508,
POU2F2,ENSG00000028277,0.00409241262616433,0.188005696641409,0.00193649649023564,0.0208327017270689,
LAMB2,ENSG00000172037,0.00416703872434587,0.597342789108916,0.00194540641067997,-0.00213064361307873,
ZNF71,ENSG00000197951,0.00427775121806495,0.00363892778716624,0.0139908594603181,0.0317754807818704,
CIB3,ENSG00000141977,0.00429088331802241,0.0355745094638724,0.00257431191090185,0.0330221028167241,
ZNF441,ENSG00000197044,0.00431828465915496,0.0190883269704587,0.00304662582665849,0.0171209210348971,
EMG1,ENSG00000126749,0.0043468812362929,0.00351136120655138,0.021054983065846,0.0297119274988757,
ZNF728,ENSG00000269067,0.00435422366941118,0.28852304008312,0.00222167243086913,0.00535191028533867,
OLIG2,ENSG00000205927,0.0043764650215552,0.017157431216291,0.00407856746074464,0.043772754493385,
RAB39B,ENSG00000155961,0.00442518897966537,0.150297894590368,0.00252626234922348,0.0573739592779592,
HGD,ENSG00000113924,0.00442602754660593,0.00248516071540916,0.0392046967582513,0.0394069649972604,
DUOXA1,ENSG00000140254,0.0044754963693755,0.0274440141184328,0.00270292694715779,0.0191155856086219,
CABP4,ENSG00000175544,0.00448585912669808,0.00569634926965157,0.00969934342892076,0.0328905542999529,
SMIM9,ENSG00000203870,0.00449458126981339,0.0299837995738956,0.00320393702753397,0.0482504300779504,
EVPLL,ENSG00000214860,0.00453270496610625,0.0978828505741771,0.00212164277664095,0.0232403460255182,
OR10X1,ENSG00000279111,0.00456783662102256,0.00299184474969416,0.0245432790338616,0.0153727590648241,
KIF9,ENSG00000088727,0.00462039445185447,0.00276946810174661,0.0130212255860536,0.016131649833413,
IFNA2,ENSG00000188379,0.00463286206905988,0.206383797818803,0.00223201091925451,0.0269187161163567,
HIST1H2BC,ENSG00000180596,0.0046469069011138,0.181555540997253,0.00257006639484014,0.0344220525858258,
DCAF17,ENSG00000115827,0.00467157364912885,0.00374722384369308,0.0107032970980148,-0.0195243725792952,
INPP5A,ENSG00000068383,0.00469166785512276,0.01115989445002,0.00395852988717627,0.0347611706597766,
DLX1,ENSG00000144355,0.00474218273949556,0.361472562448187,0.0026490820036249,0.0329201442862516,
NEUROD2,ENSG00000171532,0.00474754875659256,0.451488440801865,0.00237185154454211,0.0202247808360614,
SDHA,ENSG00000073578,0.00479917706696553,0.00293259512764021,0.0199271802012982,-0.0248188398194507,
SAMD10,ENSG00000130590,0.0048405555343487,0.00256297561232222,0.0221858288332003,0.0184829430004032,
ADGRF2,ENSG00000164393,0.00484101321291097,0.00257813534429963,0.13158030981467,-0.0157527454026106,
CADM3,ENSG00000162706,0.00484978063502783,0.0400090046083439,0.00366752206570797,-0.0156876961849534,
ARAF,ENSG00000078061,0.00489416701578815,0.006102160221366,0.00781120527695522,0.0317952145665789,
USP15,ENSG00000135655,0.0048944374155272,0.0552002882354622,0.00289977095947114,0.0353420695669918,
TSPY3,ENSG00000228927,0.00490232296333171,0.0139339396333857,0.00406681573616952,0.127836907104927,
SCGB2A1,ENSG00000124939,0.00493333809056096,0.00371139307577306,0.0158713542228018,0.0644350904949826,
OR8D2,ENSG00000279116,0.00494309752559896,0.0079945963446848,0.00438271895684683,0.0312768512858079,
CCDC71L,ENSG00000253276,0.00495094932605977,0.081164623782062,0.00252098062716211,0.0153289949672254,
HS3ST5,ENSG00000249853,0.00505881694737698,0.0033241503081104,0.0971335177281329,-0.0212704316372124,
BICD2,ENSG00000185963,0.00508899698588694,0.0599183004834843,0.00312675454713784,0.0147863882309162,
AL359922.1,ENSG00000264545,0.00510592042179137,0.0127213789812449,0.00448304942331745,0.0829622569892048,
BPIFB4,ENSG00000186191,0.005107077367142,0.121890461297281,0.00316131135798492,0.00990851873155629,
MRPL22,ENSG00000082515,0.00515662413285278,0.00421259830287268,0.0138807262114405,-0.0251068372070804,
CLDN14,ENSG00000159261,0.00522612482333007,0.0148177719975375,0.00390781684204389,0.0187483724209371,
COA6,ENSG00000168275,0.00524410417854293,0.00999792474732208,0.00415511299929761,0.0544538432122664,
BNC2,ENSG00000173068,0.00528334349299164,0.0417697071608973,0.00378564221683431,0.00785694740875145,
PXDC1,ENSG00000168994,0.00529646513348525,0.0257584271433745,0.00401479430577012,0.0528078565607886,
PAK6,ENSG00000137843,0.00534078066083454,0.892753742182184,0.0027725116137276,0.000616289530825039,
BUB1B-PAK6,ENSG00000259288,0.00534078066083454,0.892753742182184,0.0027725116137276,0.000616289530825039,
ECHDC2,ENSG00000121310,0.00536715983576763,0.0873955710430967,0.00335873910186935,0.0134360973968336,
C10orf120,ENSG00000183559,0.00537068510023009,0.00394724573403493,0.00992152243871702,-0.0226716313764651,
FAM173A,ENSG00000103254,0.00537477104111528,0.129818267746145,0.00248203104500211,0.0262009302669634,
HOXD12,ENSG00000170178,0.00537608046183291,0.00544422525501287,0.0064051650260859,-0.0203893957724779,
IGHMBP2,ENSG00000132740,0.00543781324793946,0.376599623989485,0.00285125712713197,-0.00483271809914378,
TOR1AIP2,ENSG00000169905,0.00548033844446727,0.116153593764094,0.00278098369437885,0.024950379263548,
FSHR,ENSG00000170820,0.00551201207420393,0.00328886102844517,0.0497579062776151,-0.0254360018771556,
METTL24,ENSG00000053328,0.00555322084183596,0.0032334602092553,0.0184598195261938,0.0191159924250291,
NEMP2,ENSG00000189362,0.00559588074971518,0.0100782582801209,0.0063210704116643,0.0407903828547245,
PLCG1,ENSG00000124181,0.00570327648437574,0.285093107425419,0.00270681114235127,0.0110526237008981,
MARCH9,ENSG00000139266,0.0057280090336802,0.0126778757877151,0.00423539501908032,0.0238103113029649,
SLC23A2,ENSG00000089057,0.00578111369237233,0.033615616842873,0.00389381470657058,0.0353317663254893,
CORO7-PAM16,ENSG00000103426,0.0057881146559684,0.087301189140524,0.00276595328832929,0.0072126980812015,
BLOC1S6,ENSG00000104164,0.0057916164791153,0.344089519725334,0.00319711315505866,0.0345683117166274,
CLPTM1L,ENSG00000049656,0.00583201721559679,0.00305051616516583,0.0156851732200293,0.0168563999926151,
ZNF730,ENSG00000183850,0.00584413287429197,0.00296977790320019,0.0646304952148766,0.0156396052829783,
CYB561A3,ENSG00000162144,0.00586607345462087,0.197433894366772,0.00316072716726457,0.0286394218588968,
METTL26,ENSG00000130731,0.0059448856163441,0.0609224426743102,0.00464236238911764,0.0155785355033014,
TBC1D3D,ENSG00000274419,0.00595509975383546,0.0110145117503916,0.00511846707076979,0.302542494373311,
SERPINF1,ENSG00000132386,0.00602786483997231,0.00419037695226021,0.0125684211670859,0.0189372799361675,
MALSU1,ENSG00000156928,0.00603090994326938,0.0740561661390782,0.00303180244882417,0.0198190931498332,
CCNA2,ENSG00000145386,0.00604257411580245,0.00658678600208151,0.00564173959654579,0.0261375676808415,
SEC14L4,ENSG00000133488,0.00604839694782366,0.0066215793228247,0.00477416192349545,0.0167411977333047,
RNLS,ENSG00000184719,0.00610875641970621,0.0142300255621699,0.00349723619494291,0.0193618935154622,
DLGAP2,ENSG00000198010,0.00620125402520444,0.693340095286876,0.00302342708414727,-0.00206797772308527,
TRIM40,ENSG00000204614,0.00624442361974697,0.00615767571418468,0.00596086314441369,0.0114618329931768,
KRTAP3-3,ENSG00000212899,0.00625383947941727,0.0998590805778587,0.00411594777735158,0.0458992666410603,
MYPOP,ENSG00000176182,0.00629223506870003,0.357425183333788,0.00303275200592223,0.0110795628346706,
ARID2,ENSG00000189079,0.00630951580923933,0.0478700246363526,0.00369677732869955,0.0136651731027059,
RAP2A,ENSG00000125249,0.00637514543106454,0.0712139896338565,0.00322111167130479,0.0635686183384557,
AC009879.3,ENSG00000285791,0.00637751733657355,0.0120881758492969,0.0103723184251725,0.051532821409173,
ADAM8,ENSG00000151651,0.00638497324563969,0.169639715143673,0.00307631233410455,0.00602858561453675,
SEC14L6,ENSG00000214491,0.00642002909715456,0.00606805534309152,0.00739555805794567,0.011237887364921,
C8orf82,ENSG00000213563,0.00642506309288482,0.0202350292048771,0.00449784397321362,0.0269092069181465,
PDZD8,ENSG00000165650,0.00644596540995424,0.00312520680051709,0.0991080831537342,-0.0128623338643263,
COL6A3,ENSG00000163359,0.00645492793586189,0.00300740350445672,0.104311378619587,0.00768360679115009,
PCCA,ENSG00000175198,0.00667262985326955,0.0040979862126489,0.0113581957897194,0.0172491717293963,
VKORC1,ENSG00000167397,0.00669135463662129,0.0275995868033045,0.00408412180549833,0.0436472679943413,
