Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Details
AIFM3,ENSG00000183773,0.12034689841183,0.0688037774052249,0.762150640500085,-0.00257548989086819,
RAB11FIP3,ENSG00000090565,0.120521389616359,0.927517352027178,0.0686416581359957,-0.000152255029078463,
PXT1,ENSG00000179165,0.120536246360569,0.0758173292498611,0.125028887916668,0.0144072784665419,
DERL2,ENSG00000072849,0.120576885975609,0.0687928407173968,0.418803779678521,-0.0147065053729835,
NPC1,ENSG00000141458,0.120597966506342,0.402588813410879,0.0670457017119592,-0.00105813536489852,
DPPA4,ENSG00000121570,0.120620560490776,0.211956320221824,0.0896087848082141,0.00290705964300934,
SIRT6,ENSG00000077463,0.120634805583948,0.0909319473375374,0.0882467851434531,-0.0021879462892128,
UBOX5,ENSG00000185019,0.120847557256239,0.161051239951227,0.0697757168857434,0.00319517347120205,
LCN10,ENSG00000187922,0.120935422684581,0.0641868189041181,0.453551316850469,0.01265213954142,
DEAF1,ENSG00000177030,0.120936254875779,0.334467288187534,0.0692297502187922,0.00145681099218491,
HSD17B7,ENSG00000132196,0.120988041192576,0.111805392060609,0.0780513368968223,-0.00339226967755393,
WDR88,ENSG00000166359,0.121023104511383,0.0776059043029744,0.1468659539268,-0.00354118379817662,
